model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,horizon,ticker,n_train,n_test,n_features,positive_rate_test,variant
Random_Forest,Config_LLM,0.5017094017094017,0.4396551724137931,0.49707602339181284,0.49954180976704565,0.4841680982432405,0.5012016342225426,1d,ALL,4685,1170,141,0.43846153846153846,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5196581196581197,0.46016260162601624,0.5516569200779727,0.5190383400042131,0.5259004097424349,0.5231648375123501,1d,ALL,4685,1170,167,0.43846153846153846,direct_material_lag1
Random_Forest,Config_Hybrid,0.5290598290598291,0.45905172413793105,0.4152046783625731,0.51588667000588,0.5168718345839229,0.5165825522710886,1d,ALL,4685,1170,167,0.43846153846153846,direct_material_lag1
Logistic_Regression,Config_A,0.49871244635193135,0.4083333333333333,0.3951612903225806,0.48516236046201905,0.47009559284439945,0.48532354501181346,5d,ALL,4670,1165,26,0.4257510729613734,direct_material_lag1
Random_Forest,Config_A,0.5218884120171674,0.4419047619047619,0.46774193548387094,0.5144703772346798,0.5294327715897584,0.5148874101933555,5d,ALL,4670,1165,26,0.4257510729613734,direct_material_lag1
Logistic_Regression,Config_LLM,0.5304721030042918,0.42433234421364985,0.28830645161290325,0.4889699366720637,0.5136924996383625,0.4991606996480062,5d,ALL,4670,1165,141,0.4257510729613734,direct_material_lag1
Random_Forest,Config_LLM,0.4892703862660944,0.4176372712146423,0.5060483870967742,0.4875244066801666,0.4842265779449346,0.4914397391388206,5d,ALL,4670,1165,141,0.4257510729613734,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.47124463519313303,0.4003322259136213,0.48588709677419356,0.46948998178506374,0.48012199238150344,0.4731378682675153,5d,ALL,4670,1165,167,0.4257510729613734,direct_material_lag1
Random_Forest,Config_Hybrid,0.5175965665236052,0.4377358490566038,0.46774193548387094,0.5106300601537928,0.5162977964221998,0.511150489416076,5d,ALL,4670,1165,167,0.4257510729613734,direct_material_lag1
Logistic_Regression,Config_A,0.4603448275862069,0.391304347826087,0.38372093023255816,0.4525975533637479,0.4448757763975155,0.4527300303336704,10d,ALL,4650,1160,26,0.44482758620689655,direct_material_lag1
Random_Forest,Config_A,0.4939655172413793,0.43486238532110094,0.45930232558139533,0.4902526502864577,0.5141797871828206,0.490520728008089,10d,ALL,4650,1160,26,0.44482758620689655,direct_material_lag1
Logistic_Regression,Config_LLM,0.46120689655172414,0.42377622377622376,0.5872093023255814,0.45918083426391526,0.49197120708748615,0.4737288747652752,10d,ALL,4650,1160,141,0.44482758620689655,direct_material_lag1
Random_Forest,Config_LLM,0.4844827586206897,0.43573667711598746,0.5387596899224806,0.4844689661732924,0.4852198589243584,0.48987673937117815,10d,ALL,4650,1160,141,0.44482758620689655,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.4603448275862069,0.4169184290030212,0.5348837209302325,0.4602148555389377,0.4602442341951948,0.4677524194713274,10d,ALL,4650,1160,167,0.44482758620689655,direct_material_lag1
Random_Forest,Config_Hybrid,0.503448275862069,0.44360902255639095,0.4573643410852713,0.49877574535503383,0.5249726154364678,0.49886850594636234,10d,ALL,4650,1160,167,0.44482758620689655,direct_material_lag1
Logistic_Regression,Config_A,0.5121739130434783,0.45787545787545786,0.4854368932038835,0.5092345153847734,0.49981499885329866,0.5096475804602094,20d,ALL,4610,1150,26,0.44782608695652176,direct_material_lag1
Random_Forest,Config_A,0.5130434782608696,0.45098039215686275,0.40194174757281553,0.5013642797191535,0.5202935555385675,0.502545676936014,20d,ALL,4610,1150,26,0.44782608695652176,direct_material_lag1
Logistic_Regression,Config_LLM,0.508695652173913,0.4755859375,0.945631067961165,0.44521717004830175,0.4900940295084474,0.5499808883112912,20d,ALL,4610,1150,141,0.44782608695652176,direct_material_lag1
Random_Forest,Config_LLM,0.47739130434782606,0.4278523489932886,0.49514563106796117,0.47678956289236996,0.47886247228805146,0.4790688785261066,20d,ALL,4610,1150,141,0.44782608695652176,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.45652173913043476,0.42527173913043476,0.6077669902912621,0.4522970755902428,0.4625242718446602,0.47081262900389875,20d,ALL,4610,1150,167,0.44782608695652176,direct_material_lag1
Random_Forest,Config_Hybrid,0.5130434782608696,0.4520255863539446,0.4116504854368932,0.5026811970247362,0.5163290268328109,0.5034630379940371,20d,ALL,4610,1150,167,0.44782608695652176,direct_material_lag1
Logistic_Regression,Config_A,0.5555555555555556,0.4700854700854701,0.5670103092783505,0.5522849363455735,0.589284370532019,0.5572277823764016,1d,FPT,937,234,26,0.41452991452991456,direct_material_lag1
Random_Forest,Config_A,0.4829059829059829,0.42,0.6494845360824743,0.48130507263634204,0.5231018135299872,0.5072240198660547,1d,FPT,937,234,26,0.41452991452991456,direct_material_lag1
Logistic_Regression,Config_LLM,0.5213675213675214,0.4336283185840708,0.5051546391752577,0.5162790697674419,0.5015802543456994,0.5190006772518625,1d,FPT,937,234,141,0.41452991452991456,direct_material_lag1
Random_Forest,Config_LLM,0.47863247863247865,0.40875912408759124,0.5773195876288659,0.47863247863247865,0.4921363533749718,0.49303935585822856,1d,FPT,937,234,141,0.41452991452991456,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5042735042735043,0.4326241134751773,0.6288659793814433,0.5041286079649251,0.531492211603582,0.5224621867710136,1d,FPT,937,234,167,0.41452991452991456,direct_material_lag1
Random_Forest,Config_Hybrid,0.5,0.4411764705882353,0.7731958762886598,0.4898541002850914,0.5598991647227031,0.5398826096771766,1d,FPT,937,234,167,0.41452991452991456,direct_material_lag1
Logistic_Regression,Config_A,0.5407725321888412,0.27906976744186046,0.13636363636363635,0.4319015608978011,0.4960815047021944,0.46128526645768025,5d,FPT,934,233,26,0.3776824034334764,direct_material_lag1
Random_Forest,Config_A,0.4034334763948498,0.3835616438356164,0.9545454545454546,0.3365087169401594,0.5301724137931034,0.5117554858934169,5d,FPT,934,233,26,0.3776824034334764,direct_material_lag1
Logistic_Regression,Config_LLM,0.463519313304721,0.2716049382716049,0.25,0.419739804355189,0.47464733542319754,0.421551724137931,5d,FPT,934,233,141,0.3776824034334764,direct_material_lag1
Random_Forest,Config_LLM,0.47639484978540775,0.375,0.5795454545454546,0.4756124557260921,0.43765673981191217,0.4966692789968652,5d,FPT,934,233,141,0.3776824034334764,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.4721030042918455,0.3157894736842105,0.3409090909090909,0.44661993859699933,0.3810344827586207,0.44631661442006265,5d,FPT,934,233,167,0.3776824034334764,direct_material_lag1
Random_Forest,Config_Hybrid,0.41201716738197425,0.37305699481865284,0.8181818181818182,0.3859574877368472,0.4403996865203762,0.4918495297805643,5d,FPT,934,233,167,0.3776824034334764,direct_material_lag1
Logistic_Regression,Config_A,0.6077586206896551,0.4166666666666667,0.30864197530864196,0.5364380914739916,0.5132859128444117,0.5384269479192216,10d,FPT,930,232,26,0.34913793103448276,direct_material_lag1
Random_Forest,Config_A,0.3922413793103448,0.3598130841121495,0.9506172839506173,0.3438571858389329,0.6774180361376829,0.5216662578693484,10d,FPT,930,232,26,0.34913793103448276,direct_material_lag1
Logistic_Regression,Config_LLM,0.46120689655172414,0.2608695652173913,0.2962962962962963,0.42395169139701644,0.4561360477475268,0.42298258523424087,10d,FPT,930,232,141,0.34913793103448276,direct_material_lag1
Random_Forest,Config_LLM,0.4525862068965517,0.3230769230769231,0.5185185185185185,0.4480639904089317,0.45842531272994846,0.46786853078243806,10d,FPT,930,232,141,0.34913793103448276,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.47844827586206895,0.2872340425531915,0.3333333333333333,0.44494315373208104,0.41353936718175127,0.444812362030905,10d,FPT,930,232,167,0.34913793103448276,direct_material_lag1
Random_Forest,Config_Hybrid,0.3879310344827586,0.3526570048309179,0.9012345679012346,0.35006313131313127,0.4913743765840896,0.5069086746790941,10d,FPT,930,232,167,0.34913793103448276,direct_material_lag1
Logistic_Regression,Config_A,0.49130434782608695,0.359375,0.5679012345679012,0.487027964696239,0.4978042919877372,0.5087828320490513,20d,FPT,922,230,26,0.3521739130434783,direct_material_lag1
Random_Forest,Config_A,0.3695652173913043,0.3584070796460177,1.0,0.2899874390581423,0.7317921948794432,0.5134228187919463,20d,FPT,922,230,26,0.3521739130434783,direct_material_lag1
Logistic_Regression,Config_LLM,0.4260869565217391,0.1506849315068493,0.13580246913580246,0.35574229691876746,0.3882674620929654,0.3598475432927335,20d,FPT,922,230,141,0.3521739130434783,direct_material_lag1
Random_Forest,Config_LLM,0.39565217391304347,0.26229508196721313,0.3950617283950617,0.3872074524160932,0.326249067859806,0.3955174413787389,20d,FPT,922,230,141,0.3521739130434783,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.3782608695652174,0.19,0.2345679012345679,0.34869997425691596,0.3440218742232165,0.34547187008037117,20d,FPT,922,230,167,0.3521739130434783,direct_material_lag1
Random_Forest,Config_Hybrid,0.3695652173913043,0.3584070796460177,1.0,0.2899874390581423,0.4373601789709172,0.5134228187919463,20d,FPT,922,230,167,0.3521739130434783,direct_material_lag1
Logistic_Regression,Config_A,0.5213675213675214,0.43137254901960786,0.20952380952380953,0.46153846153846156,0.49605020302694725,0.492358803986711,1d,VCB,937,234,26,0.44871794871794873,direct_material_lag1
Random_Forest,Config_A,0.5427350427350427,0.4791666666666667,0.21904761904761905,0.48048552754435103,0.5366186784791437,0.512624584717608,1d,VCB,937,234,26,0.44871794871794873,direct_material_lag1
Logistic_Regression,Config_LLM,0.46153846153846156,0.3764705882352941,0.3047619047619048,0.44180234759560777,0.40852713178294575,0.44695459579180513,1d,VCB,937,234,141,0.44871794871794873,direct_material_lag1
Random_Forest,Config_LLM,0.5641025641025641,0.5168539325842697,0.4380952380952381,0.5509820152005418,0.5157253599114064,0.5523809523809524,1d,VCB,937,234,141,0.44871794871794873,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.48717948717948717,0.4025974025974026,0.29523809523809524,0.46053946053946054,0.4449612403100775,0.4693244739756368,1d,VCB,937,234,167,0.44871794871794873,direct_material_lag1
Random_Forest,Config_Hybrid,0.5170940170940171,0.42592592592592593,0.21904761904761905,0.461806191610185,0.5184939091915837,0.4893687707641196,1d,VCB,937,234,167,0.44871794871794873,direct_material_lag1
Logistic_Regression,Config_A,0.6223175965665236,0.8888888888888888,0.1568627450980392,0.5061657032755299,0.6624756772938182,0.5707977847627601,5d,VCB,934,233,26,0.43776824034334766,direct_material_lag1
Random_Forest,Config_A,0.6351931330472103,0.7741935483870968,0.23529411764705882,0.5528235001919213,0.6884822631342613,0.590929501571621,5d,VCB,934,233,26,0.43776824034334766,direct_material_lag1
Logistic_Regression,Config_LLM,0.5107296137339056,0.46842105263157896,0.8725490196078431,0.4772083136513935,0.5345756623259992,0.5507783265978147,5d,VCB,934,233,141,0.43776824034334766,direct_material_lag1
Random_Forest,Config_LLM,0.5407725321888412,0.463768115942029,0.3137254901960784,0.5057785707205867,0.5065484208950756,0.5156413710522376,5d,VCB,934,233,141,0.43776824034334766,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.630901287553648,0.66,0.3235294117647059,0.580162587998659,0.666292471186948,0.5968792096991469,5d,VCB,934,233,167,0.43776824034334766,direct_material_lag1
Random_Forest,Config_Hybrid,0.6609442060085837,0.8484848484848485,0.27450980392156865,0.5880720599753833,0.6669286035024696,0.6181709324951354,5d,VCB,934,233,167,0.43776824034334766,direct_material_lag1
Logistic_Regression,Config_A,0.5862068965517241,0.5,0.21875,0.5049346492397973,0.7244944852941176,0.5321691176470589,10d,VCB,930,232,26,0.41379310344827586,direct_material_lag1
Random_Forest,Config_A,0.5775862068965517,0.4772727272727273,0.21875,0.49876543209876545,0.6175321691176471,0.5248161764705883,10d,VCB,930,232,26,0.41379310344827586,direct_material_lag1
Logistic_Regression,Config_LLM,0.5560344827586207,0.48205128205128206,0.9791666666666666,0.5253361937111416,0.5741421568627451,0.6182598039215685,10d,VCB,930,232,141,0.41379310344827586,direct_material_lag1
Random_Forest,Config_LLM,0.6077586206896551,0.5294117647058824,0.46875,0.5878413993713761,0.6308976715686274,0.5873161764705883,10d,VCB,930,232,141,0.41379310344827586,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.6293103448275862,0.5641025641025641,0.4583333333333333,0.6045977011494252,0.7103247549019609,0.6041666666666666,10d,VCB,930,232,167,0.41379310344827586,direct_material_lag1
Random_Forest,Config_Hybrid,0.6336206896551724,0.6,0.34375,0.5827602987537821,0.6590839460784313,0.5909926470588236,10d,VCB,930,232,167,0.41379310344827586,direct_material_lag1
Logistic_Regression,Config_A,0.6739130434782609,0.7288135593220338,0.4215686274509804,0.6416626851409459,0.7650122549019608,0.6482843137254902,20d,VCB,922,230,26,0.4434782608695652,direct_material_lag1
Random_Forest,Config_A,0.6782608695652174,0.8181818181818182,0.35294117647058826,0.6287409475612948,0.7630208333333333,0.6452205882352942,20d,VCB,922,230,26,0.4434782608695652,direct_material_lag1
Logistic_Regression,Config_LLM,0.5869565217391305,0.5181347150259067,0.9803921568627451,0.5511042629686698,0.4823835784313726,0.6269148284313726,20d,VCB,922,230,141,0.4434782608695652,direct_material_lag1
Random_Forest,Config_LLM,0.6173913043478261,0.5833333333333334,0.4803921568627451,0.6028569186092143,0.6721430759803921,0.6034773284313726,20d,VCB,922,230,141,0.4434782608695652,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.7130434782608696,0.7368421052631579,0.5490196078431373,0.697585464977289,0.7183670343137256,0.6963848039215687,20d,VCB,922,230,167,0.4434782608695652,direct_material_lag1
Random_Forest,Config_Hybrid,0.7217391304347827,0.796875,0.5,0.6983853782476845,0.785424325980392,0.69921875,20d,VCB,922,230,167,0.4434782608695652,direct_material_lag1
Logistic_Regression,Config_A,0.5854700854700855,0.5405405405405406,0.2,0.49945972170154584,0.5763432835820895,0.5365671641791044,1d,HPG,937,234,26,0.42735042735042733,direct_material_lag1
Random_Forest,Config_A,0.5897435897435898,0.5833333333333334,0.14,0.47336834208552137,0.571044776119403,0.5326865671641792,1d,HPG,937,234,26,0.42735042735042733,direct_material_lag1
Logistic_Regression,Config_LLM,0.44017094017094016,0.4258373205741627,0.89,0.37607620443304635,0.5232462686567164,0.49723880597014924,1d,HPG,937,234,141,0.42735042735042733,direct_material_lag1
Random_Forest,Config_LLM,0.5256410256410257,0.4421052631578947,0.42,0.512087912087912,0.5233955223880596,0.5122388059701493,1d,HPG,937,234,141,0.42735042735042733,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5811965811965812,0.5185185185185185,0.28,0.5257672264041691,0.5654477611940298,0.5429850746268656,1d,HPG,937,234,167,0.42735042735042733,direct_material_lag1
Random_Forest,Config_Hybrid,0.594017094017094,0.5925925925925926,0.16,0.4866880642852195,0.6001492537313433,0.538955223880597,1d,HPG,937,234,167,0.42735042735042733,direct_material_lag1
Logistic_Regression,Config_A,0.5793991416309013,0.0,0.0,0.36684782608695654,0.5888133030990175,0.5,5d,HPG,934,233,26,0.4206008583690987,direct_material_lag1
Random_Forest,Config_A,0.6051502145922747,0.5681818181818182,0.25510204081632654,0.5340810293861937,0.6378684807256236,0.5571806500377929,5d,HPG,934,233,26,0.4206008583690987,direct_material_lag1
Logistic_Regression,Config_LLM,0.5150214592274678,0.39436619718309857,0.2857142857142857,0.4754447831370908,0.47320483749055187,0.4835978835978836,5d,HPG,934,233,141,0.4206008583690987,direct_material_lag1
Random_Forest,Config_LLM,0.5536480686695279,0.47368421052631576,0.5510204081632653,0.5499925716832565,0.5656462585034013,0.5532879818594104,5d,HPG,934,233,141,0.4206008583690987,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5364806866952789,0.38095238095238093,0.16326530612244897,0.4486415425065732,0.5849584278155706,0.4853363567649282,5d,HPG,934,233,167,0.4206008583690987,direct_material_lag1
Random_Forest,Config_Hybrid,0.6137339055793991,0.5869565217391305,0.2755102040816326,0.547748447204969,0.585525321239607,0.5673847316704459,5d,HPG,934,233,167,0.4206008583690987,direct_material_lag1
Logistic_Regression,Config_A,0.5474137931034483,0.0,0.0,0.35376044568245124,0.5201349831271092,0.5,10d,HPG,930,232,26,0.4525862068965517,direct_material_lag1
Random_Forest,Config_A,0.5646551724137931,1.0,0.0380952380952381,0.3944437265796615,0.6782527184101986,0.5190476190476191,10d,HPG,930,232,26,0.4525862068965517,direct_material_lag1
Logistic_Regression,Config_LLM,0.44396551724137934,0.35365853658536583,0.2761904761904762,0.42222822834417656,0.4560554930633671,0.42943382077240344,10d,HPG,930,232,141,0.4525862068965517,direct_material_lag1
Random_Forest,Config_LLM,0.49137931034482757,0.43157894736842106,0.3904761904761905,0.48151515151515145,0.5109486314210724,0.48263967004124486,10d,HPG,930,232,141,0.4525862068965517,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5086206896551724,0.40816326530612246,0.19047619047619047,0.44599916212819435,0.4865391826021747,0.4810648668916385,10d,HPG,930,232,167,0.4525862068965517,direct_material_lag1
Random_Forest,Config_Hybrid,0.6077586206896551,0.75,0.2,0.5204325011925583,0.5363704536932883,0.5724409448818898,10d,HPG,930,232,167,0.4525862068965517,direct_material_lag1
Logistic_Regression,Config_A,0.5,0.0,0.0,0.3333333333333333,0.4626086956521739,0.5,20d,HPG,922,230,26,0.5,direct_material_lag1
Random_Forest,Config_A,0.5478260869565217,0.9230769230769231,0.10434782608695652,0.4371234939759036,0.6225330812854442,0.5478260869565218,20d,HPG,922,230,26,0.5,direct_material_lag1
Logistic_Regression,Config_LLM,0.5,0.5,0.6956521739130435,0.4800982800982801,0.5031001890359169,0.5,20d,HPG,922,230,141,0.5,direct_material_lag1
Random_Forest,Config_LLM,0.48695652173913045,0.4845360824742268,0.40869565217391307,0.48379488740109555,0.5057844990548204,0.4869565217391304,20d,HPG,922,230,141,0.5,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5260869565217391,0.5535714285714286,0.26956521739130435,0.4927052348287096,0.48370510396975425,0.5260869565217392,20d,HPG,922,230,167,0.5,direct_material_lag1
Random_Forest,Config_Hybrid,0.5521739130434783,0.9285714285714286,0.11304347826086956,0.44518606993138016,0.6745935727788279,0.5521739130434783,20d,HPG,922,230,167,0.5,direct_material_lag1
Logistic_Regression,Config_A,0.5042735042735043,0.46357615894039733,0.6666666666666666,0.49985259433962265,0.5367294204503507,0.5193798449612403,1d,VNM,937,234,26,0.44871794871794873,direct_material_lag1
Random_Forest,Config_A,0.5256410256410257,0.4625,0.3523809523809524,0.503886925795053,0.5418973791066815,0.5095238095238095,1d,VNM,937,234,26,0.44871794871794873,direct_material_lag1
Logistic_Regression,Config_LLM,0.4358974358974359,0.42105263157894735,0.6857142857142857,0.4171195652173913,0.45799187892211146,0.4591362126245847,1d,VNM,937,234,141,0.44871794871794873,direct_material_lag1
Random_Forest,Config_LLM,0.47435897435897434,0.4117647058823529,0.4,0.4672663668165917,0.44817275747508306,0.46744186046511627,1d,VNM,937,234,141,0.44871794871794873,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.4700854700854701,0.42276422764227645,0.49523809523809526,0.4697368421052631,0.4823181985972684,0.47242524916943524,1d,VNM,937,234,167,0.44871794871794873,direct_material_lag1
Random_Forest,Config_Hybrid,0.5470085470085471,0.4942528735632184,0.4095238095238095,0.5319293478260869,0.5520118124769288,0.53421926910299,1d,VNM,937,234,167,0.44871794871794873,direct_material_lag1
Logistic_Regression,Config_A,0.5364806866952789,0.4810126582278481,0.7450980392156863,0.5301717699775952,0.6359077982337974,0.559571920371202,5d,VNM,934,233,26,0.43776824034334766,direct_material_lag1
Random_Forest,Config_A,0.5708154506437768,0.509090909090909,0.5490196078431373,0.5673005496954391,0.6041760215536597,0.568402933692561,5d,VNM,934,233,26,0.43776824034334766,direct_material_lag1
Logistic_Regression,Config_LLM,0.41201716738197425,0.39766081871345027,0.6666666666666666,0.39416196929150293,0.502170333782368,0.4402035623409669,5d,VNM,934,233,141,0.43776824034334766,direct_material_lag1
Random_Forest,Config_LLM,0.4334763948497854,0.3958333333333333,0.5588235294117647,0.4317073170731708,0.4437209998503219,0.4473506960035923,5d,VNM,934,233,141,0.43776824034334766,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5321888412017167,0.4700854700854701,0.5392156862745098,0.5304937792320633,0.5285136955545577,0.5329666217632091,5d,VNM,934,233,167,0.43776824034334766,direct_material_lag1
Random_Forest,Config_Hybrid,0.5836909871244635,0.5238095238095238,0.5392156862745098,0.5784417958331002,0.5959437209998502,0.5787681484807663,5d,VNM,934,233,167,0.43776824034334766,direct_material_lag1
Logistic_Regression,Config_A,0.5948275862068966,0.5704225352112676,0.7105263157894737,0.5904447115384616,0.6236990782039844,0.5967885816235504,10d,VNM,930,232,26,0.49137931034482757,direct_material_lag1
Random_Forest,Config_A,0.5603448275862069,0.5588235294117647,0.5,0.5582437275985663,0.6135518881950639,0.5593220338983051,10d,VNM,930,232,26,0.49137931034482757,direct_material_lag1
Logistic_Regression,Config_LLM,0.4051724137931034,0.42857142857142855,0.631578947368421,0.3761982698152911,0.45944840915848945,0.40900981266726133,10d,VNM,930,232,141,0.49137931034482757,direct_material_lag1
Random_Forest,Config_LLM,0.4827586206896552,0.4782608695652174,0.5789473684210527,0.4788858939802336,0.47673208444840914,0.4843889384478145,10d,VNM,930,232,141,0.49137931034482757,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.6120689655172413,0.603448275862069,0.6140350877192983,0.6120401337792643,0.5798394290811775,0.612102289622361,10d,VNM,930,232,167,0.49137931034482757,direct_material_lag1
Random_Forest,Config_Hybrid,0.5862068965517241,0.5865384615384616,0.5350877192982456,0.5846945625419557,0.6303523639607493,0.5853404698186143,10d,VNM,930,232,167,0.49137931034482757,direct_material_lag1
Logistic_Regression,Config_A,0.6434782608695652,0.5844155844155844,0.8333333333333334,0.6364407433109723,0.7086369156041287,0.6543715846994536,20d,VNM,922,230,26,0.46956521739130436,direct_material_lag1
Random_Forest,Config_A,0.6260869565217392,0.5964912280701754,0.6296296296296297,0.6256340373987432,0.6955069823922283,0.6262902246508804,20d,VNM,922,230,26,0.46956521739130436,direct_material_lag1
Logistic_Regression,Config_LLM,0.3565217391304348,0.391304347826087,0.6666666666666666,0.30609915198956295,0.43450212507589553,0.37431693989071035,20d,VNM,922,230,141,0.46956521739130436,direct_material_lag1
Random_Forest,Config_LLM,0.5304347826086957,0.5,0.6388888888888888,0.5281513562799179,0.539996964177292,0.5366575591985427,20d,VNM,922,230,141,0.46956521739130436,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.6260869565217392,0.5932203389830508,0.6481481481481481,0.6259738295136525,0.6028384942319368,0.6273527625986642,20d,VNM,922,230,167,0.46956521739130436,direct_material_lag1
Random_Forest,Config_Hybrid,0.5782608695652174,0.5567010309278351,0.5,0.5732185557149689,0.6336900425015178,0.5737704918032787,20d,VNM,922,230,167,0.46956521739130436,direct_material_lag1
Logistic_Regression,Config_A,0.5512820512820513,0.5087719298245614,0.27358490566037735,0.5057829628884642,0.5502653301886793,0.5274174528301887,1d,SSI,937,234,26,0.452991452991453,direct_material_lag1
Random_Forest,Config_A,0.5256410256410257,0.4358974358974359,0.16037735849056603,0.44541475392334795,0.4919295400943396,0.494251179245283,1d,SSI,937,234,26,0.452991452991453,direct_material_lag1
Logistic_Regression,Config_LLM,0.47435897435897434,0.4297520661157025,0.49056603773584906,0.4738881678761402,0.47011350235849053,0.47575176886792453,1d,SSI,937,234,141,0.452991452991453,direct_material_lag1
Random_Forest,Config_LLM,0.4829059829059829,0.42990654205607476,0.4339622641509434,0.4787075393537697,0.46528596698113206,0.4786998820754717,1d,SSI,937,234,141,0.452991452991453,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5341880341880342,0.4810126582278481,0.3584905660377358,0.5128259001050521,0.5023584905660378,0.5190890330188679,1d,SSI,937,234,167,0.452991452991453,direct_material_lag1
Random_Forest,Config_Hybrid,0.48717948717948717,0.3870967741935484,0.22641509433962265,0.44285714285714284,0.44044811320754723,0.4647700471698113,1d,SSI,937,234,167,0.452991452991453,direct_material_lag1
Logistic_Regression,Config_A,0.5879828326180258,0.7272727272727273,0.1509433962264151,0.48298816568047337,0.5719803892437973,0.5518496508691131,5d,SSI,934,233,26,0.45493562231759654,direct_material_lag1
Random_Forest,Config_A,0.5879828326180258,0.5925925925925926,0.3018867924528302,0.5431372549019609,0.584199970286733,0.5643292229980686,5d,SSI,934,233,26,0.45493562231759654,direct_material_lag1
Logistic_Regression,Config_LLM,0.5450643776824035,0.5,0.3490566037735849,0.5202408702408703,0.5661863021839251,0.5288590105482097,5d,SSI,934,233,141,0.45493562231759654,direct_material_lag1
Random_Forest,Config_LLM,0.4978540772532189,0.45864661654135336,0.5754716981132075,0.49752087442169096,0.5212821274699153,0.50427128212747,5d,SSI,934,233,141,0.45493562231759654,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5708154506437768,0.6153846153846154,0.1509433962264151,0.471511522409726,0.5777744763036696,0.5361016193730501,5d,SSI,934,233,167,0.45493562231759654,direct_material_lag1
Random_Forest,Config_Hybrid,0.5364806866952789,0.48717948717948717,0.3584905660377358,0.5150323774283071,0.5386272470658149,0.521764968058238,5d,SSI,934,233,167,0.45493562231759654,direct_material_lag1
Logistic_Regression,Config_A,0.5431034482758621,0.8181818181818182,0.15,0.46216429008835624,0.6078869047619047,0.5571428571428572,10d,SSI,930,232,26,0.5172413793103449,direct_material_lag1
Random_Forest,Config_A,0.43103448275862066,0.42105263157894735,0.26666666666666666,0.4169966494060311,0.4871279761904762,0.4369047619047619,10d,SSI,930,232,26,0.5172413793103449,direct_material_lag1
Logistic_Regression,Config_LLM,0.49137931034482757,0.5151515151515151,0.2833333333333333,0.47056548309739304,0.5105654761904761,0.4988095238095238,10d,SSI,930,232,141,0.5172413793103449,direct_material_lag1
Random_Forest,Config_LLM,0.47844827586206895,0.4965986394557823,0.6083333333333333,0.466301640715603,0.4986607142857143,0.4738095238095238,10d,SSI,930,232,141,0.5172413793103449,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5086206896551724,0.75,0.075,0.39649507119386634,0.5587053571428572,0.5241071428571429,10d,SSI,930,232,167,0.5172413793103449,direct_material_lag1
Random_Forest,Config_Hybrid,0.5905172413793104,0.7272727272727273,0.3333333333333333,0.5642115669797331,0.593452380952381,0.5997023809523809,10d,SSI,930,232,167,0.5172413793103449,direct_material_lag1
Logistic_Regression,Config_A,0.5652173913043478,0.7368421052631579,0.12844036697247707,0.4587725903614458,0.5617560087952082,0.5435590264614452,20d,SSI,922,230,26,0.47391304347826085,direct_material_lag1
Random_Forest,Config_A,0.5130434782608696,0.4482758620689655,0.11926605504587157,0.42028985507246375,0.6090681628629919,0.4935173250435969,20d,SSI,922,230,26,0.47391304347826085,direct_material_lag1
Logistic_Regression,Config_LLM,0.508695652173913,0.4696969696969697,0.28440366972477066,0.4788972431077694,0.5721434528773979,0.49757373568883156,20d,SSI,922,230,141,0.47391304347826085,direct_material_lag1
Random_Forest,Config_LLM,0.5434782608695652,0.5158730158730159,0.5963302752293578,0.5432624113475177,0.5961786337099098,0.5460990219121995,20d,SSI,922,230,141,0.47391304347826085,direct_material_lag1
Logistic_Regression,Config_Hybrid,0.5739130434782609,0.8666666666666667,0.11926605504587157,0.45900537634408606,0.511941769656532,0.5513685647130184,20d,SSI,922,230,167,0.47391304347826085,direct_material_lag1
Random_Forest,Config_Hybrid,0.5391304347826087,0.5714285714285714,0.11009174311926606,0.4317016317016317,0.5583440746076276,0.5178557889150049,20d,SSI,922,230,167,0.47391304347826085,direct_material_lag1
